StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1,Participant ID,Current classes,Current classes_4_TEXT,Previous classes,Previous classes_4_TEXT,OS,OS_4_TEXT,Computer age,Laptop issues,EssayProduceAGraph,EssayLearningR,EssayRBenefits,R use#1_1,R use#2_1,Anxiety#1_1,Anxiety#1_2,Anxiety#2_1,Anxiety#2_2,Computing programs#1_1,Computing programs#1_2,Computing programs#1_3,Computing programs#1_4,Computing programs#2_1,Computing programs#2_2,Computing programs#2_3,Computing programs#2_4,R skills#1_1,R skills#1_2,R skills#1_3,R skills#1_4,R skills#1_5,R skills#1_6,R skills#1_7,R skills#1_8,R skills#1_9,R skills#1_10,R skills#2_1,R skills#2_2,R skills#2_3,R skills#2_4,R skills#2_5,R skills#2_6,R skills#2_7,R skills#2_8,R skills#2_9,R skills#2_10,Math skills#1_1,Math skills#1_2,Math skills#1_3,Math skills#1_4,Math skills#1_5,Math skills#1_6,Math skills#1_7,Math skills#1_8,Math skills#2_1,Math skills#2_2,Math skills#2_3,Math skills#2_4,Math skills#2_5,Math skills#2_6,Math skills#2_7,Math skills#2_8,External help_1,External help_2,External help_3,Perseverance,Computer savviness,Effort,Engagement,Future classes#1_1,Future classes#2_1,Job search,Dream job,Age,Gender,Race,Ethnicity,Major,Academic standing,Categories_1,Categories_2,Categories_3,Categories_4,High school math,High school particip
12/3/24 8:31,12/3/24 8:41,100,603,TRUE,12/3/24 8:41,R_7iVdaMFeMRD2d2q,,,,,anonymous,EN,"I consent, begin the study",30e0cd63,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,Quantitative Wildlife Ecology (WIS 4601),,Windows,,2 - 4 years old,Rarely,R or python,It is crucial to comprehend the reasoning and arguments presented in the background.,It is easy to plot in a customized way.,Very likely,Very likely,Very low anxiety,Moderate anxiety,Very low anxiety,Low anxiety,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Very proficient,Very proficient,Extremely proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Very proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Very proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Very comfortable,Extremely comfortable,Extremely comfortable,7+ hours,Very technologically proficient,Low effort,Moderately engaged,Very interested,Very interested,Extremely helpful,Extremely interested,30,Female,Asian,No,Forest Resource and Conservation,Senior,No,No,No,No,Yes,Yes
12/4/24 7:38,12/4/24 7:45,100,391,TRUE,12/4/24 7:45,R_14aVoIx8oZL1wnT,,,,,anonymous,EN,"I consent, begin the study",38321992,Quantitative Wildlife Ecology (WIS 4601),,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,Mac,,2 - 4 years old,Rarely,"I would use R to produce graphs, much easier than microsoft or google and if you make mistakes it is easy to notice.",Trying to answer more of the complex coding questions instead of starting with the basics,many job opportunities in the future,Somewhat likely,Very likely,High anxiety,High anxiety,Low anxiety,Moderate anxiety,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Moderately proficient,Slightly proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,Moderately proficient,Slightly proficient,Slightly proficient,Extremely proficient,Very proficient,Moderately proficient,Slightly proficient,Moderately proficient,Very proficient,Very proficient,Extremely proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Very proficient,Extremely proficient,Moderately proficient,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Very comfortable,Extremely comfortable,Moderately comfortable,30 minutes - 1 hour,Moderately technologically proficient,High effort,Very engaged,Extremely interested,Extremely interested,Extremely helpful,Extremely interested,21,Female,White or Caucasian,No,Marine Science,Senior,No,No,No,No,No,
12/4/24 8:39,12/4/24 8:51,100,707,TRUE,12/4/24 8:51,R_13yvyzxxBEDs3Uq,,,,,anonymous,EN,"I consent, begin the study",0bac740a,"Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Introduction to Wildlife Population Ecology (WIS 4501)",,Quantitative Wildlife Ecology (WIS 4601),,Windows,,2 - 4 years old,Rarely,I would still use Excel/Powerpoint/word for graphs unless it was a scientific paper,"Time, it’s hard to make time for assignments while balancing all my other classes","It’s good for math, stats, graphs, and quantitative analysis ",Very unlikely,Neutral,Very high anxiety,Very high anxiety,Moderate anxiety,High anxiety,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Slightly proficient,Moderately proficient,Slightly proficient,Slightly proficient,No proficiency,Slightly proficient,Very proficient,Moderately proficient,No proficiency,Very proficient,Slightly proficient,Very proficient,Slightly proficient,Moderately proficient,No proficiency,Moderately proficient,Very proficient,Moderately proficient,No proficiency,Very proficient,Very proficient,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Very proficient,Very proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Very comfortable,Moderately comfortable,Slightly comfortable,30 minutes - 1 hour,Moderately technologically proficient,Moderate effort,Moderately engaged,Moderately interested,Slightly interested,Slightly helpful,Slightly interested,21,Male,White or Caucasian,No,Wildlife ecology and conservation ,Senior,No,No,No,Yes,I'm not sure,No
12/4/24 15:19,12/4/24 15:28,100,543,TRUE,12/4/24 15:28,R_6iqivNiwpdME0p3,,,,,anonymous,EN,"I consent, begin the study",14dbf9be,"Introduction to Wildlife Population Ecology (WIS 4501),Other",Introduction to Applied Statistics,"Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Quantitative Wildlife Ecology (WIS 4601)",,Windows,,0 - 2 years old,Never,I would use the ggplot package in R to create a graph ,Previously I felt like I didn’t have a lot of computer science experience and that made me feel unsure about using R but I am more confident now after taking a class on R and a few classes that have used it ,Being able to pursue a quantitative ecology-related field in the future and having more jobs available to me because of having skills in R,Very likely,Very likely,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately comfortable,Moderately comfortable,Moderately comfortable,30 minutes - 1 hour,Slightly technologically proficient,Low effort,Moderately engaged,Extremely interested,Extremely interested,Extremely helpful,Extremely interested,21,Female,White or Caucasian,No,Wildlife Ecology and Conservation,Senior,No,No,No,No,No,
12/5/24 12:23,12/5/24 12:34,100,686,TRUE,12/5/24 12:34,R_7SnQeT53BRbOJYl,,,,,anonymous,EN,"I consent, begin the study",e4aa8261,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,Other,N/A,Mac,,2 - 4 years old,Never,"I would either use base R if I had data that I know how to work with, but if it was unfamiliar, I would go to Google Sheets and create a graph directly from there. I would use google sheets for qualitative data as well. I feel like I do not yet have enough experience with R to know the ins and outs of figuremaking just yet. ","The ability to remember something after not having done it in a while, like for the final project review of this 4934 class having to do stuff with dataframes, loops, lists, etc. I feel like I have a hard time knowing how to do something without asking for help or looking something up if I haven't done it within the week, though I'm sure that with some practice I'll be better about that. ","The ability to have all your work in one place: text entries, code, figures, etc. instead of having to bounce around between excel, word, and other softwares. ",Somewhat unlikely,Very likely,High anxiety,High anxiety,High anxiety,High anxiety,No proficiency,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Moderately proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Very proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Extremely comfortable,Very comfortable,Moderately comfortable,5 - 30 minutes,Slightly technologically proficient,Moderate effort,Extremely engaged,Moderately interested,Very interested,Extremely helpful,Moderately interested,20,Male,White or Caucasian,No,Wildlife Ecology & Conservation,Junior,No,No,No,No,I'm not sure,No
12/2/24 7:53,12/2/24 7:53,3,11,FALSE,12/9/24 7:53,R_5EWD7O3v0g68gy3,,,,,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/24 10:44,12/2/24 10:48,24,221,FALSE,12/9/24 10:48,R_5QDSn7nx3ifjSpY,,,,,anonymous,EN,"I consent, begin the study",f3cf9d00,Introduction to Wildlife Population Ecology (WIS 4501),,Quantitative Wildlife Ecology (WIS 4601),,Windows,,0 - 2 years old,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/24 10:53,12/2/24 10:53,3,27,FALSE,12/9/24 10:53,R_1xSjv1UfM12whFP,,,,,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/24 12:32,12/2/24 12:47,24,954,FALSE,12/9/24 12:47,R_3NMbLevKK6xlgxH,,,,,anonymous,EN,"I consent, begin the study",c162606b,"Quantitative Wildlife Ecology (WIS 4601),Other",STA3100,Introduction to Wildlife Population Ecology (WIS 4501),,Windows,,2 - 4 years old,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/24 16:51,12/2/24 16:52,24,87,FALSE,12/9/24 16:52,R_68NXaQVT8PUYg2l,,,,,anonymous,EN,"I consent, begin the study",e7d8b257,Quantitative Wildlife Ecology (WIS 4601),,Other,none,Mac,,6+ years old,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/24 20:46,12/3/24 20:46,3,3,FALSE,12/10/24 20:47,R_14kFXtkXZ2S2qfb,,,,,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/24 14:27,12/4/24 14:28,3,47,FALSE,12/11/24 14:28,R_4njaT0QvJmusOm3,,,,,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/25 8:34,12/2/25 8:45,100,650,TRUE,12/2/25 8:45,R_1qeUzjNACx1WjAb,,,,,anonymous,EN,"I consent, begin the study",398f5a9b,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,Other,none,Windows,,2 - 4 years old,Never,"Through R, I would input the data into a project, then use a plot() function to create a graph. I would use various arguments to create labels, add color, and any other keys that I would want. ","There is a lot of language to learn, and it can be hard to know exactly what code to use in what exact order to make it run properly. Even a simple mistake can mess up the entire thing. ","I feel better prepared to handle data I get from field work, as well as more experienced and equipped for research. ",Very unlikely,Somewhat likely,High anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,,Slightly proficient,No proficiency,No proficiency,,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,No proficiency,No proficiency,Slightly proficient,No proficiency,Slightly proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Very proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,No proficiency,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Moderately proficient,No proficiency,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately comfortable,Moderately comfortable,Moderately comfortable,30 minutes - 1 hour,Slightly technologically proficient,Moderate effort,Very engaged,Not interested,Moderately interested,Very helpful,Moderately interested,20,Female,White or Caucasian,No,Wildlife Ecology and Conservation ,Junior,No,No,No,No,I'm not sure,No
12/2/25 9:35,12/2/25 9:47,100,747,TRUE,12/2/25 9:47,R_5X8rXYIb3NpVnSV,,,,,anonymous,EN,"I consent, begin the study",1eeb4ea7,Introduction to Wildlife Population Ecology (WIS 4501),,Quantitative Wildlife Ecology (WIS 4601),,Mac,,2 - 4 years old,Rarely,Using Rstudio,"None. There are a lot of different ways to do something, but there is information and tutorials online. ",Being able to visually interpret data and present it to others in a clear way. Also being able to predict how populations will react to changes. ,Very likely,Very likely,Low anxiety,Low anxiety,Very low anxiety,Low anxiety,Slightly proficient,Moderately proficient,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,Very proficient,Moderately proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,Extremely proficient,Moderately proficient,No proficiency,Extremely proficient,Moderately proficient,Extremely proficient,Moderately proficient,Very proficient,Very proficient,Moderately proficient,Extremely proficient,Very proficient,No proficiency,Moderately proficient,Very proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Very proficient,Extremely comfortable,Extremely comfortable,Moderately comfortable,2 - 7 hours,Very technologically proficient,High effort,Extremely engaged,Extremely interested,Extremely interested,Extremely helpful,Extremely interested,22,Female,White or Caucasian,Yes,Wildlife Ecology & Conservation,Senior,Yes,No,Yes,Yes,No,
12/2/25 10:54,12/2/25 11:06,100,721,TRUE,12/2/25 11:06,R_7q7YkYCd8Fw4fBZ,,,,,anonymous,EN,"I consent, begin the study",6c882239,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,Windows,,2 - 4 years old,Rarely,"With my new knowledge of R, I would try to produce the graph in R. I would do this by uploading my data into the system and using those variables to produce the graph needed. If I had trouble with this, I would likely try making the graph in Excel as well. ","My biggest challenge in learning R is remembering everything, but there is where repetition is important. Over time I have started to get the hang of it more, but there are still times where I forget how something should be done or I cannot figure out the approach to it. It is basically learning a new language so it can be a lot to remember and then apply. ",I see numerous benefits from using R as it is a resourceful tool. I personally see it as a beneficial tool and a great skill to know. It is also great for resumes and for future job opportunities. ,Very unlikely,Very likely,High anxiety,Moderate anxiety,Low anxiety,Low anxiety,No proficiency,Very proficient,No proficiency,Slightly proficient,Very proficient,Very proficient,No proficiency,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Extremely proficient,Very proficient,Very proficient,Extremely proficient,Extremely proficient,Very proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Moderately proficient,Very proficient,Very proficient,Extremely proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Moderately proficient,Very proficient,Very proficient,Extremely proficient,Extremely comfortable,Moderately comfortable,Moderately comfortable,5 - 30 minutes,Very technologically proficient,High effort,Very engaged,Slightly interested,Very interested,Extremely helpful,Very interested,22,Female,White or Caucasian,No,Natural Resource Conservation ,Senior,No,No,No,No,Yes,No
12/2/25 12:28,12/2/25 12:42,100,799,TRUE,12/2/25 12:42,R_7JOCtyiacPCfW6K,,,,,anonymous,EN,"I consent, begin the study",cbec6f92,Introduction to Wildlife Population Ecology (WIS 4501),,Quantitative Wildlife Ecology (WIS 4601),,Mac,,4 - 6 years old,Never,Either in R using ggplot or in Excel ,Classes that teach R do not require you to write your own code. You can get through Quantitative Ecology and Population Ecology just by copying and pasting code and editing the code written by the professor. ,"It is a skill I can put on my CV and I will probably need to use it in future research jobs, so it is good to know. ",Somewhat likely,Somewhat likely,Moderate anxiety,Moderate anxiety,Moderate anxiety,Moderate anxiety,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Moderately proficient,Very proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,Slightly proficient,Moderately proficient,Very proficient,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,No proficiency,Moderately proficient,Slightly comfortable,Moderately comfortable,Slightly comfortable,30 minutes - 1 hour,Moderately technologically proficient,Moderate effort,Very engaged,Moderately interested,Moderately interested,Very helpful,Slightly interested,21,Female,White or Caucasian,No,Wildlife Ecology and Conservation,Senior,No,No,No,No,No,
12/2/25 13:17,12/2/25 13:36,100,1140,TRUE,12/2/25 13:36,R_6eSi8uW5FogBlUl,,,,,anonymous,EN,"I consent, begin the study",8d3608bf,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,Other,none,Other,ChromeOS,2 - 4 years old,Rarely,"Today, I would take the data from my written notebook, and enter it into a R workplace in positcloud, and use R to create the needed figures and analyses. Earlier, I would have used excel, but I feel that the ability to use code to sort, filter, or apply calculations to data is more intuitive to me personally.","The main challenges I still face with R involve my knowledge of the built in graphing functions in R. I still have issues remembering how to add specific changes that I want to graphs using R code, as I just haven't used these functions to make these changes enough. Some examples of this include adding lines of best fit, adding labels in specific locations, and changing the grid format.","The main benefit I see in R is that it is very intuitive compared to other languages, in that there is a lot less specification needed when defining and using objects. In other languages I've used, errors are much more common because some object wasn't defined in the correct way. ",Very unlikely,Very likely,Low anxiety,High anxiety,Low anxiety,Moderate anxiety,No proficiency,Moderately proficient,Moderately proficient,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,No proficiency,No proficiency,Slightly proficient,No proficiency,Extremely proficient,Slightly proficient,No proficiency,Very proficient,Moderately proficient,No proficiency,No proficiency,Very proficient,Very proficient,Moderately proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Very proficient,Very proficient,Slightly proficient,Very proficient,Extremely proficient,Slightly proficient,Extremely proficient,Slightly proficient,Very proficient,Moderately proficient,Slightly proficient,Very proficient,Extremely proficient,Slightly proficient,Extremely proficient,Slightly proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately comfortable,Extremely comfortable,Extremely comfortable,1 - 2 hours,Very technologically proficient,Moderate effort,Moderately engaged,Moderately interested,Moderately interested,Moderately helpful,Very interested,21,Male,White or Caucasian,No,Biology,Senior,No,No,No,No,Yes,Yes
12/2/25 11:35,12/2/25 13:49,100,7989,TRUE,12/2/25 13:49,R_3W4asZdevX6BByF,,,,,anonymous,EN,"I consent, begin the study",754765b8,Introduction to Wildlife Population Ecology (WIS 4501),,"Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Introduction to Wildlife Population Ecology (WIS 4501),Quantitative Wildlife Ecology (WIS 4601)",,Mac,,2 - 4 years old,Never,"To make a graph in R, I would first load my dataset, summarize my data and check that the variables are formatted correctly. Then I would use a  function like barplot() for bar graphs or plot() for scatter plots. I would add labels, colors, or titles/axises to make a clear formatted graph. Once it looks good, I would save the plot by exporting it as a pdf.","A challenge for me when learning R is that my other classes take up a lot of my time. This makes it harder to practice coding. When I go too long without using R, it’s easy to forget certain steps. I need more consistency even when I’m not enrolled taking a course. ","Higher paid job positions. 
Being a qualified individual carrying a unique skill to have. 
Being able to analytically and statically use a program to determine management methods. 
",Very unlikely,Very likely,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,Very proficient,Slightly proficient,Slightly proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Slightly proficient,Extremely proficient,Very proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Very proficient,Very comfortable,Very comfortable,Very comfortable,1 - 2 hours,Moderately technologically proficient,High effort,Very engaged,Very interested,Extremely interested,Extremely helpful,Very interested,21,Female,White or Caucasian,Yes,Wildlife Ecology and Conservation,Senior,No,No,No,No,Yes,Yes
12/2/25 18:37,12/2/25 19:03,100,1550,TRUE,12/2/25 19:03,R_7pM5SVwI2FSGKDK,,,,,anonymous,EN,"I consent, begin the study",e629def9,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,Other,None,Windows,,2 - 4 years old,Never,"Canva for basic graphs, but R Studio over Excel. ","Little application in my current work, in addition to my minimal math background. However, if I saw myself working with quantitative data in the future, I recognize its value as a valuable skill to have. ","Data transparency, replicability, and uniformity within the ecology field",Very unlikely,Somewhat likely,Very high anxiety,Very high anxiety,Moderate anxiety,Moderate anxiety,No proficiency,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Very proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,Moderately proficient,No proficiency,Slightly proficient,Slightly proficient,No proficiency,Slightly proficient,Slightly proficient,Very comfortable,Extremely comfortable,Slightly comfortable,2 - 7 hours,Moderately technologically proficient,Very high effort,Extremely engaged,Slightly interested,Moderately interested,Slightly helpful,Slightly interested,38,Female,White or Caucasian,No,Human Dimensions in WEC,Graduate degree program,No,No,No,No,No,
12/8/25 10:34,12/8/25 10:44,100,631,TRUE,12/8/25 10:44,R_6Qsy41eMmFht2Tw,,,,,anonymous,EN,"I consent, begin the study",0309c070,Other,Insect Ecology Lab (ENY4201),Other, Insect Research CURE (ENY 2890),Mac,,2 - 4 years old,Sometimes,"To produce a graph for a lab report, I would convert the data into a format that can be read by R, then go into R and call that data file's location to read it. Then I would download the required packages and enter the code for generating the particular graph of interest. ","I feel that there is a lot of possibilities and options with using R, and at times I am not sure what I should do to proceed to the next step.",Using these programs allows me to convert numerical data into visual representations and figures which can then be used in a presentation or paper. These figures help expand upon the main points and keep viewer interest.,Somewhat likely,Very likely,Moderate anxiety,Very low anxiety,Moderate anxiety,Very low anxiety,Slightly proficient,Very proficient,Moderately proficient,No proficiency,Moderately proficient,Very proficient,Moderately proficient,No proficiency,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,Very proficient,Moderately proficient,Very proficient,Slightly proficient,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,Very proficient,Very proficient,Very proficient,Extremely proficient,Very proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Very proficient,Extremely proficient,Extremely proficient,Extremely proficient,Slightly comfortable,Very comfortable,Extremely comfortable,5 - 30 minutes,Moderately technologically proficient,High effort,Extremely engaged,Very interested,Very interested,Very helpful,Very interested,20,Male,Asian,No,Entomology and Nematology,Junior,No,No,No,No,Yes,Yes
12/2/25 7:20,12/2/25 7:20,3,4,FALSE,12/9/25 7:20,R_1DYxGCH4pp9nMi7,,,,,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/25 8:16,12/2/25 8:16,3,15,FALSE,12/9/25 8:16,R_3LCNYnd5TZf5XgV,,,,,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/25 9:06,12/2/25 9:07,24,73,FALSE,12/9/25 9:07,R_7FE4fuxxc1E9hrH,,,,,anonymous,EN,"I consent, begin the study",8015989c,Introduction to Wildlife Population Ecology (WIS 4501),,Quantitative Wildlife Ecology (WIS 4601),,Mac,,6+ years old,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/25 16:40,12/2/25 16:40,3,29,FALSE,12/9/25 16:40,R_6pmPHFxy2tB3m9y,,,,,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/25 8:44,12/3/25 9:33,24,89354,FALSE,12/10/25 9:33,R_6jSSSH8AG8QvtQt,,,,,anonymous,EN,"I consent, begin the study",f8c38a92,Introduction to Wildlife Population Ecology (WIS 4501),,Other,none,Windows,,0 - 2 years old,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/25 11:35,12/5/25 11:37,24,87,FALSE,12/12/25 11:37,R_3Otesb5t02bVsNr,,,,,anonymous,EN,"I consent, begin the study",87acb443,"Introduction to Wildlife Population Ecology (WIS 4501),Quantitative Wildlife Ecology (WIS 4601)",,Other,Conservation Genetics (WIS 3553C),Windows,,0 - 2 years old,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/25 15:42,12/10/25 15:43,24,73,FALSE,12/17/25 15:43,R_3vZiUFJdan8L98t,,,,,anonymous,EN,"I consent, begin the study",3865c186,"Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Introduction to Wildlife Population Ecology (WIS 4501)",,Quantitative Wildlife Ecology (WIS 4601),,Windows,,4 - 6 years old,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
