StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Participant ID,Current classes,Current classes_4_TEXT,Q35,Q35_4_TEXT,OS,OS_4_TEXT,Computer age,Laptop issues,Q30,Q31,Q32,R use#1_1,R use#2_1,Anxiety#1_1,Anxiety#1_2,Anxiety#2_1,Anxiety#2_2,Computing programs#1_1,Computing programs#1_2,Computing programs#1_3,Computing programs#1_4,Computing programs#2_1,Computing programs#2_2,Computing programs#2_3,Computing programs#2_4,R skills#1_1,R skills#1_2,R skills#1_3,R skills#1_4,R skills#1_5,R skills#1_6,R skills#1_7,R skills#1_8,R skills#1_9,R skills#1_10,R skills#2_1,R skills#2_2,R skills#2_3,R skills#2_4,R skills#2_5,R skills#2_6,R skills#2_7,R skills#2_8,R skills#2_9,R skills#2_10,Math skills#1_1,Math skills#1_2,Math skills#1_3,Math skills#1_4,Math skills#1_5,Math skills#1_6,Math skills#1_7,Math skills#1_8,Math skills#2_1,Math skills#2_2,Math skills#2_3,Math skills#2_4,Math skills#2_5,Math skills#2_6,Math skills#2_7,Math skills#2_8,External help_1,External help_2,External help_3,Perseverance,Computer savviness,Effort,Engagement,Future classes#1_1,Future classes#2_1,Job search,Dream job,Age,Gender,Race,Ethnicity,Major,Academic standing,Categories_1,Categories_2,Categories_3,Categories_4,High school math,High school particip
2024-12-02 19:11:32,2024-12-02 19:22:59,IP Address,128.227.1.17,100,687,True,2024-12-02 19:23:00,R_3XM624W6VM230KB,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",328dda81,"Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Quantitative Wildlife Ecology (WIS 4601)",,Other,None before,Mac,,2 - 4 years old,Rarely,"Using R
1) Download necessary data
2) View data and make sure there are no errors
3) Depending on what type of info we are needing to display would determine the graph I chose: plot(), hist(), barplot() 
4) Then I would make sure the correct data is selected for x and y axis, include a title, label my axis, include a legend and figure caption. ","None in particular. 
","Using R can be an amazing skill to use for future careers when dealing with statistics, probabilities, data, graphs, and math.  Programming is a unique language and shows that I’m adaptable to learning complex skills. ",Very unlikely,Very likely,Moderate anxiety,Moderate anxiety,Very low anxiety,Very low anxiety,No proficiency,Moderately proficient,No proficiency,No proficiency,Very proficient,Moderately proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Extremely proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Very proficient,Slightly proficient,Extremely proficient,Extremely proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Moderately proficient,Very proficient,Moderately comfortable,Slightly comfortable,Very comfortable,1 - 2 hours,Very technologically proficient,High effort,Extremely engaged,Slightly interested,Extremely interested,Extremely helpful,Very interested,20,Female,White or Caucasian,Yes,Wildlife Ecology and Conservation,Junior,No,No,No,No,Yes,Yes
2024-12-03 07:25:37,2024-12-03 07:35:33,IP Address,128.227.231.218,100,595,True,2024-12-03 07:35:33,R_678crYf8dGe4N4D,,,,,29.6825,-82.3606,anonymous,EN,"I consent, begin the study",742659dd,Other,Insect ecology,Other,Biological science courses at OSU and introduction to biostatistics,Windows,,6+ years old,Rarely,"I would go into R and first run an analysis for the data. For me, this is often as a lm or glm. I then use ggplot to plot the data and I would use this graph for a lab report or presentation. ","I think the biggest challenge with learning R is 1) not enough basic statistics understanding and 2) a lack of coding experience in any of biology education. ","R and other programming languages is the future of statistical analyses in science and as someone who wants to continue pursuing a research career, these skills are essential to any future career opportunities. Additionally, there is a plethora of material available to learn the basics of R, which really is an incredibly useful tool for developing models, running statistics, and generating figures. ",Very likely,Very likely,High anxiety,High anxiety,Moderate anxiety,Moderate anxiety,Slightly proficient,Very proficient,No proficiency,No proficiency,Moderately proficient,Very proficient,No proficiency,No proficiency,Very proficient,Moderately proficient,Very proficient,No proficiency,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,No proficiency,Very proficient,Moderately proficient,Extremely proficient,No proficiency,Very proficient,Very proficient,Moderately proficient,Very proficient,Very proficient,Extremely proficient,Very proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Very proficient,Very proficient,Very proficient,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Moderately comfortable,Very comfortable,Moderately comfortable,1 - 2 hours,Slightly technologically proficient,Moderate effort,Very engaged,Slightly interested,Extremely interested,Extremely helpful,Extremely interested,24,Female,White or Caucasian,No,Entomology,Graduate degree program,No,No,No,Yes,Yes,No
2024-12-03 08:31:05,2024-12-03 08:41:08,IP Address,70.171.33.225,100,603,True,2024-12-03 08:41:09,R_7iVdaMFeMRD2d2q,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",30e0cd63,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,Quantitative Wildlife Ecology (WIS 4601),,Windows,,2 - 4 years old,Rarely,R or python,It is crucial to comprehend the reasoning and arguments presented in the background.,It is easy to plot in a customized way.,Very likely,Very likely,Very low anxiety,Moderate anxiety,Very low anxiety,Low anxiety,Very proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Very proficient,Very proficient,Very proficient,Extremely proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Very proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Very proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Very proficient,Very proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Extremely proficient,Very comfortable,Extremely comfortable,Extremely comfortable,7+ hours,Very technologically proficient,Low effort,Moderately engaged,Very interested,Very interested,Extremely helpful,Extremely interested,30,Female,Asian,No,Forest Resource and Conservation,Senior,No,No,No,No,Yes,Yes
2024-12-04 07:38:54,2024-12-04 07:45:26,IP Address,128.227.1.9,100,391,True,2024-12-04 07:45:26,R_14aVoIx8oZL1wnT,,,,,29.6138,-82.386,anonymous,EN,"I consent, begin the study",38321992,Quantitative Wildlife Ecology (WIS 4601),,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,Mac,,2 - 4 years old,Rarely,"I would use R to produce graphs, much easier than microsoft or google and if you make mistakes it is easy to notice.",Trying to answer more of the complex coding questions instead of starting with the basics,many job opportunities in the future,Somewhat likely,Very likely,High anxiety,High anxiety,Low anxiety,Moderate anxiety,Slightly proficient,Slightly proficient,No proficiency,No proficiency,Moderately proficient,Slightly proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,Moderately proficient,Slightly proficient,Slightly proficient,Extremely proficient,Very proficient,Moderately proficient,Slightly proficient,Moderately proficient,Very proficient,Very proficient,Extremely proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Slightly proficient,Very proficient,Extremely proficient,Moderately proficient,Moderately proficient,Very proficient,Moderately proficient,Moderately proficient,Very proficient,Very comfortable,Extremely comfortable,Moderately comfortable,30 minutes - 1 hour,Moderately technologically proficient,High effort,Very engaged,Extremely interested,Extremely interested,Extremely helpful,Extremely interested,21,Female,White or Caucasian,No,Marine Science,Senior,No,No,No,No,No,
2024-12-04 08:39:33,2024-12-04 08:51:21,IP Address,174.228.170.71,100,707,True,2024-12-04 08:51:21,R_13yvyzxxBEDs3Uq,,,,,28.6344,-81.6221,anonymous,EN,"I consent, begin the study",0bac740a,"Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Introduction to Wildlife Population Ecology (WIS 4501)",,Quantitative Wildlife Ecology (WIS 4601),,Windows,,2 - 4 years old,Rarely,I would still use Excel/Powerpoint/word for graphs unless it was a scientific paper,"Time, it’s hard to make time for assignments while balancing all my other classes","It’s good for math, stats, graphs, and quantitative analysis ",Very unlikely,Neutral,Very high anxiety,Very high anxiety,Moderate anxiety,High anxiety,Slightly proficient,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Moderately proficient,No proficiency,No proficiency,Moderately proficient,Slightly proficient,Moderately proficient,Slightly proficient,Slightly proficient,No proficiency,Slightly proficient,Very proficient,Moderately proficient,No proficiency,Very proficient,Slightly proficient,Very proficient,Slightly proficient,Moderately proficient,No proficiency,Moderately proficient,Very proficient,Moderately proficient,No proficiency,Very proficient,Very proficient,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,Very proficient,Very proficient,Slightly proficient,Slightly proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Very comfortable,Moderately comfortable,Slightly comfortable,30 minutes - 1 hour,Moderately technologically proficient,Moderate effort,Moderately engaged,Moderately interested,Slightly interested,Slightly helpful,Slightly interested,21,Male,White or Caucasian,No,"Wildlife ecology and conservation ",Senior,No,No,No,Yes,I'm not sure,No
2024-12-04 15:19:07,2024-12-04 15:28:10,IP Address,107.77.192.32,100,543,True,2024-12-04 15:28:11,R_6iqivNiwpdME0p3,,,,,42.4652,-83.3713,anonymous,EN,"I consent, begin the study",14dbf9be,"Introduction to Wildlife Population Ecology (WIS 4501),Other",Introduction to Applied Statistics,"Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),Quantitative Wildlife Ecology (WIS 4601)",,Windows,,0 - 2 years old,Never,"I would use the ggplot package in R to create a graph ","Previously I felt like I didn’t have a lot of computer science experience and that made me feel unsure about using R but I am more confident now after taking a class on R and a few classes that have used it ",Being able to pursue a quantitative ecology-related field in the future and having more jobs available to me because of having skills in R,Very likely,Very likely,Low anxiety,Low anxiety,Low anxiety,Low anxiety,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately proficient,Moderately comfortable,Moderately comfortable,Moderately comfortable,30 minutes - 1 hour,Slightly technologically proficient,Low effort,Moderately engaged,Extremely interested,Extremely interested,Extremely helpful,Extremely interested,21,Female,White or Caucasian,No,Wildlife Ecology and Conservation,Senior,No,No,No,No,No,
2024-12-05 12:23:27,2024-12-05 12:34:54,IP Address,153.33.104.28,100,686,True,2024-12-05 12:34:54,R_7SnQeT53BRbOJYl,,,,,29.6467,-82.3284,anonymous,EN,"I consent, begin the study",e4aa8261,Computational Problem Solving in Wildlife Ecology Using R (WIS 4934),,Other,N/A,Mac,,2 - 4 years old,Never,"I would either use base R if I had data that I know how to work with, but if it was unfamiliar, I would go to Google Sheets and create a graph directly from there. I would use google sheets for qualitative data as well. I feel like I do not yet have enough experience with R to know the ins and outs of figuremaking just yet. ","The ability to remember something after not having done it in a while, like for the final project review of this 4934 class having to do stuff with dataframes, loops, lists, etc. I feel like I have a hard time knowing how to do something without asking for help or looking something up if I haven't done it within the week, though I'm sure that with some practice I'll be better about that. ","The ability to have all your work in one place: text entries, code, figures, etc. instead of having to bounce around between excel, word, and other softwares. ",Somewhat unlikely,Very likely,High anxiety,High anxiety,High anxiety,High anxiety,No proficiency,Moderately proficient,No proficiency,No proficiency,Slightly proficient,Moderately proficient,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,No proficiency,Very proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,Slightly proficient,No proficiency,Moderately proficient,Moderately proficient,Moderately proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,No proficiency,Slightly proficient,Slightly proficient,Moderately proficient,Slightly proficient,Slightly proficient,No proficiency,No proficiency,No proficiency,Moderately proficient,Moderately proficient,Extremely comfortable,Very comfortable,Moderately comfortable,5 - 30 minutes,Slightly technologically proficient,Moderate effort,Extremely engaged,Moderately interested,Very interested,Extremely helpful,Moderately interested,20,Male,White or Caucasian,No,Wildlife Ecology & Conservation,Junior,No,No,No,No,I'm not sure,No
2024-12-02 07:53:38,2024-12-02 07:53:50,IP Address,128.227.144.134,3,11,False,2024-12-09 07:53:54,R_5EWD7O3v0g68gy3,,,,,,,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02 10:44:47,2024-12-02 10:48:28,IP Address,128.227.1.8,24,221,False,2024-12-09 10:48:30,R_5QDSn7nx3ifjSpY,,,,,,,anonymous,EN,"I consent, begin the study",f3cf9d00,Introduction to Wildlife Population Ecology (WIS 4501),,Quantitative Wildlife Ecology (WIS 4601),,Windows,,0 - 2 years old,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02 10:53:22,2024-12-02 10:53:50,IP Address,184.185.222.11,3,27,False,2024-12-09 10:53:51,R_1xSjv1UfM12whFP,,,,,,,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02 12:32:00,2024-12-02 12:47:54,IP Address,70.185.104.117,24,954,False,2024-12-09 12:47:58,R_3NMbLevKK6xlgxH,,,,,,,anonymous,EN,"I consent, begin the study",c162606b,"Quantitative Wildlife Ecology (WIS 4601),Other",STA3100,Introduction to Wildlife Population Ecology (WIS 4501),,Windows,,2 - 4 years old,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02 16:51:04,2024-12-02 16:52:31,IP Address,104.222.18.161,24,87,False,2024-12-09 16:52:36,R_68NXaQVT8PUYg2l,,,,,,,anonymous,EN,"I consent, begin the study",e7d8b257,Quantitative Wildlife Ecology (WIS 4601),,Other,none,Mac,,6+ years old,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 20:46:56,2024-12-03 20:46:59,IP Address,64.238.167.15,3,3,False,2024-12-10 20:47:01,R_14kFXtkXZ2S2qfb,,,,,,,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-04 14:27:37,2024-12-04 14:28:25,IP Address,108.199.140.146,3,47,False,2024-12-11 14:28:26,R_4njaT0QvJmusOm3,,,,,,,anonymous,EN,"I consent, begin the study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
